6.0856,7.4785,16.101,7.063,86.852,9.1768,14.269,6.8908,3.7621,78.042,14.966,144.47,23.306,29.675,0.0085945,0.010627,0.057724,0.012765,0.47645,0.0084263,0.014987,0.0053891,0.0040072,0.097083,0.047345,0.41231,0.055456,0.059647,0.0042208,0.005215,0.027749,0.0062916,0.23742,0.0040688,0.0072579,0.0025939,0.001976,0.046933,0.022872,0.19644,0.02666,0.028742,0.0023056,0.0028465,0.015164,0.0034407,0.12974,0.0022204,0.0039661,0.0014169,0.0010771,0.025656,0.012499,0.10742,0.014578,0.015711,0.001193,0.0014643,0.0075874,0.0017608,0.066931,0.0011228,0.0020063,0.00072351,0.00055539,0.013342,0.0062807,0.053634,0.0073267,0.0078852,0.273,0.27212,0.26619,0.27295,0.2755,0.26756,0.26848,0.26811,0.27285,0.27079,0.26746,0.26457,0.26675,0.26696
51.297,93.399,46.528,37.821,1938.8,55.676,53.031,42.133,27.834,780.66,42.997,213.04,63.41,63.568,0.048602,0.046468,0.1076,0.034825,3.3085,0.052566,0.061843,0.052301,0.034344,0.45011,0.065511,0.58999,0.098152,0.1028,0.023777,0.023145,0.051991,0.017305,1.6282,0.025409,0.030008,0.025483,0.016814,0.2164,0.031954,0.28362,0.047828,0.049776,0.012981,0.012589,0.028406,0.0094341,0.88928,0.013893,0.016401,0.013922,0.0091857,0.1181,0.017441,0.15497,0.02612,0.027183,0.0067294,0.0065427,0.01447,0.0048763,0.46045,0.0072182,0.0085051,0.0071937,0.0047631,0.061174,0.0088534,0.077739,0.013289,0.013854,0.27232,0.27483,0.26865,0.27452,0.27341,0.27074,0.27116,0.27146,0.27266,0.26898,0.26978,0.26638,0.26996,0.26896
12.429,15.135,17.591,1.3551,24.374,6.7913,5.3073,7.314,3.644,79.052,8.7512,150.82,21.967,25.738,0.0079529,0.011038,0.052897,0.0024153,0.020826,0.0075843,0.00907,0.0071678,0.0014371,0.14514,0.026141,0.45821,0.047037,0.044956,0.0038411,0.0053565,0.025362,0.0011644,0.010066,0.0036219,0.0043652,0.0034482,0.00069803,0.069772,0.012531,0.21933,0.022576,0.021598,0.0020987,0.0029231,0.013854,0.00063647,0.0054999,0.0019796,0.0023846,0.0018829,0.00038145,0.038153,0.0068516,0.11991,0.012339,0.011799,0.0010727,0.0015023,0.0069212,0.00032367,0.0028299,0.00099651,0.0012045,0.00095889,0.00019603,0.01956,0.0034311,0.059824,0.0061776,0.0059068,0.26889,0.26993,0.26547,0.26822,0.26964,0.26558,0.26714,0.26769,0.27046,0.26854,0.2659,0.26527,0.266,0.26604
8.7809,9.2961,16.856,9.6068,13.908,4.1757,20.506,4.0602,3.1345,41.493,7.9423,150.18,16.003,16.474,0.0026507,0.0034643,0.049453,0.024087,0.0071941,0.0069765,0.026565,0.0053803,0.0014131,0.060343,0.020951,0.44693,0.042364,0.041066,0.0012778,0.0016698,0.023724,0.011662,0.0034394,0.0033531,0.012654,0.0025981,0.00068568,0.029791,0.010051,0.21375,0.020304,0.019723,0.00069784,0.00091086,0.012963,0.0063732,0.0018811,0.001831,0.0069218,0.001419,0.00037416,0.016274,0.0054933,0.11682,0.011095,0.010777,0.00035948,0.00046805,0.006472,0.0032505,0.00095572,0.00091883,0.0035168,0.00071576,0.00019245,0.0084044,0.0027504,0.058287,0.0055491,0.005385,0.26914,0.26858,0.26559,0.2692,0.26678,0.26621,0.26616,0.26756,0.26997,0.2738,0.2659,0.26504,0.26558,0.26586
29.911,45.244,21.45,13.728,410.43,15.014,15.341,12.94,10.625,161.4,23.826,157.68,40.409,58.897,0.015509,0.019694,0.067953,0.017062,0.40499,0.02383,0.031123,0.02209,0.012346,0.24006,0.025851,0.48182,0.050497,0.05892,0.0073577,0.010014,0.032612,0.0082215,0.19339,0.011584,0.015145,0.010764,0.0060234,0.11528,0.012675,0.23099,0.024574,0.02832,0.0040133,0.005467,0.017829,0.0044881,0.10572,0.0063288,0.0082779,0.0058819,0.0032907,0.062998,0.0069124,0.12623,0.013413,0.015471,0.0020812,0.0027979,0.0089901,0.0023008,0.054942,0.0032502,0.004242,0.0030297,0.0016984,0.03201,0.0035286,0.063107,0.0067438,0.0078695,0.26652,0.2782,0.26668,0.26852,0.2685,0.27048,0.2706,0.27125,0.27161,0.26737,0.27101,0.26563,0.2685,0.26754
22.954,96.29,31.403,17.192,253.69,18.451,21.966,15.623,12.457,1174.7,54.342,146.31,47.08,37.082,0.010181,0.026478,0.052975,0.0083436,0.058494,0.012127,0.018603,0.01148,0.011287,0.89782,0.040435,0.46093,0.047439,0.039248,0.0048008,0.012441,0.025198,0.0039589,0.028622,0.0058253,0.0088587,0.0055126,0.0054297,0.42828,0.019356,0.22074,0.022672,0.018769,0.0026243,0.0067946,0.013781,0.0021633,0.015609,0.0031831,0.0048395,0.0030086,0.0029669,0.23409,0.010581,0.12065,0.012387,0.010251,0.0013499,0.0035058,0.0069024,0.0011113,0.007957,0.0016178,0.0024568,0.0015321,0.0015246,0.12066,0.0054498,0.060206,0.006259,0.0051605,0.26526,0.26466,0.26458,0.26617,0.27052,0.26743,0.26569,0.26721,0.26869,0.26751,0.26812,0.26531,0.26596,0.26564
36.216,113.79,34.116,166.22,3239.1,52.968,30.819,44.875,29.297,1988.4,67.664,186,56.201,44.282,0.033257,0.14123,0.059959,0.040223,3.8993,0.079487,0.039832,0.042647,0.039999,0.58334,0.07451,0.5119,0.076499,0.060536,0.015907,0.069877,0.028803,0.019222,1.869,0.038055,0.019263,0.02047,0.019267,0.28291,0.036101,0.24497,0.036747,0.029014,0.008704,0.038162,0.015743,0.010514,1.0226,0.020823,0.010531,0.011189,0.010535,0.15455,0.019746,0.13391,0.020098,0.015872,0.004433,0.01959,0.0078986,0.0054135,0.52028,0.010544,0.0053356,0.005691,0.0053424,0.078031,0.010144,0.066918,0.010139,0.0080039,0.26721,0.27357,0.26634,0.26793,0.26747,0.26685,0.26849,0.26743,0.2679,0.2685,0.27023,0.26534,0.267,0.26662
77.465,233.95,63.082,80.89,1555.9,63.785,55.639,74.408,50.363,3504.7,73.032,242.39,97.594,84.912,0.062847,0.25359,0.11635,0.049938,1.6616,0.062551,0.050817,0.057591,0.038352,3.3294,0.11144,0.50298,0.12138,0.09233,0.030459,0.12476,0.056562,0.024475,0.79327,0.03026,0.02481,0.027898,0.018428,1.6343,0.054284,0.24057,0.058179,0.044563,0.016643,0.068131,0.030896,0.013367,0.43357,0.016549,0.013563,0.01526,0.010074,0.89291,0.029653,0.13152,0.031813,0.024352,0.0086053,0.035484,0.015663,0.0069667,0.2215,0.0085353,0.0070426,0.0079117,0.0051713,0.46516,0.015285,0.065975,0.016323,0.012475,0.2706,0.27386,0.26926,0.27325,0.26685,0.27028,0.27246,0.27105,0.2685,0.2736,0.27115,0.26562,0.26808,0.26902
237.11,132.8,87.417,58.696,3501.8,85.252,91.336,91.32,57.408,3824.6,88.5,237.95,113.8,86.147,0.13259,0.07778,0.09173,0.055346,1.9956,0.055511,0.06402,0.040228,0.031928,1.5921,0.072774,0.58816,0.078956,0.10133,0.063233,0.037596,0.043746,0.026898,0.9644,0.026948,0.030762,0.019564,0.015314,0.76498,0.034923,0.28282,0.038265,0.049006,0.034593,0.020509,0.023909,0.014683,0.52663,0.014716,0.016804,0.01069,0.0083711,0.41787,0.019078,0.15452,0.020875,0.026772,0.017994,0.010533,0.012166,0.0076941,0.27525,0.0076264,0.0086871,0.0055838,0.0043306,0.21571,0.0098816,0.077384,0.010617,0.013854,0.26855,0.26905,0.26629,0.27209,0.2709,0.27095,0.26895,0.27216,0.26887,0.26881,0.2689,0.26626,0.26865,0.27023
28.997,38.084,17.367,15.338,655.59,17.524,13.312,11.001,13.826,454.58,36.933,164.77,30.189,32.513,0.016386,0.01437,0.054033,0.018309,0.88166,0.018117,0.013915,0.013019,0.01114,0.83615,0.034944,0.45557,0.054506,0.039853,0.0080547,0.0070586,0.026118,0.0090861,0.43487,0.0089188,0.0068278,0.0064033,0.0054813,0.41599,0.01722,0.21768,0.026453,0.019361,0.0043922,0.0038465,0.014265,0.0049618,0.23756,0.0048706,0.0037308,0.0034985,0.002994,0.22716,0.0094027,0.119,0.014441,0.010565,0.0022765,0.0019886,0.0071602,0.0025727,0.12377,0.0025187,0.0019319,0.0018068,0.0015449,0.11755,0.0048228,0.059407,0.0072828,0.0053569,0.27285,0.27231,0.26731,0.27503,0.27446,0.27332,0.273,0.27315,0.27307,0.27529,0.27271,0.265,0.26833,0.26889
82.719,87.561,45.15,54.557,473.92,33.831,32.255,26.221,21.331,1775.4,38.641,167.29,58.482,46.38,0.045508,0.026854,0.068862,0.03621,0.27293,0.02389,0.028825,0.021172,0.017599,1.6173,0.030761,0.49296,0.071852,0.043614,0.021786,0.013315,0.03289,0.017411,0.13122,0.011434,0.013764,0.01014,0.0085094,0.78827,0.015126,0.23623,0.034848,0.021097,0.011901,0.0072478,0.01798,0.0095115,0.071706,0.0062476,0.0075215,0.0055404,0.004645,0.43042,0.0082532,0.12909,0.019031,0.011526,0.0061413,0.0036953,0.0090775,0.0049384,0.036984,0.0032408,0.0038795,0.0028648,0.0023923,0.22354,0.0042458,0.064484,0.0096874,0.005892,0.2681,0.27243,0.26592,0.26948,0.26894,0.26861,0.2677,0.26843,0.26955,0.27186,0.27239,0.26546,0.26915,0.26916
158.57,138.32,94.584,103.91,796.86,88.423,83.312,99.094,84.94,5881.5,83.929,319.25,91.841,77.452,0.17086,0.10059,0.096035,0.055724,0.92782,0.068484,0.045187,0.09988,0.060453,4.0453,0.058689,0.54774,0.11508,0.06939,0.08266,0.04917,0.04635,0.02741,0.44917,0.033375,0.022294,0.048902,0.029538,2.0051,0.028863,0.26224,0.056329,0.033956,0.045145,0.026821,0.025304,0.014954,0.24545,0.018211,0.01214,0.026685,0.016107,1.0924,0.015742,0.14331,0.030748,0.018532,0.023199,0.01404,0.01288,0.0077231,0.12585,0.0093704,0.0062637,0.013708,0.0083277,0.56634,0.0081113,0.072084,0.015831,0.0095239,0.26958,0.27285,0.26817,0.27278,0.26965,0.27078,0.27273,0.27149,0.27152,0.27415,0.27245,0.26592,0.27174,0.27148
38.826,21.215,15.426,3.0504,116.36,9.6712,10.722,7.3497,7.5885,60.006,4.6069,157.07,26.778,32.034,0.025219,0.010132,0.044151,0.0020622,0.019512,0.0057268,0.0057745,0.0046566,0.006357,0.066343,0.0070861,0.46026,0.030871,0.022287,0.012244,0.0050207,0.021156,0.00098318,0.009314,0.0028104,0.002819,0.0022829,0.0030905,0.03189,0.0033961,0.22019,0.014862,0.010798,0.0066949,0.0027374,0.011561,0.00053784,0.0050826,0.0015331,0.0015382,0.0012453,0.0016864,0.017437,0.0018577,0.12035,0.0081228,0.0058985,0.0034768,0.0014182,0.0057759,0.00027305,0.0026115,0.0007909,0.00078925,0.00064347,0.0008605,0.0088029,0.00094057,0.060056,0.0040862,0.0029995,0.27152,0.27425,0.26547,0.26627,0.26691,0.27222,0.27084,0.27218,0.26959,0.26712,0.26696,0.26513,0.26696,0.26895
